fact_id,claim,verdict,topic,source,published_date,related_keywords,confidence,url
FC000678,Sample claim about technology #678,mixed,technology,AP Fact Check,2024-03-16T00:00:00,"['business', 'education']",0.91,https://factcheck.example.com/678
FC000679,Sample claim about environment #679,unverified,environment,Snopes,2024-04-22T00:00:00,['world_news'],0.77,https://factcheck.example.com/679
FC000680,Sample claim about environment #680,unverified,environment,PolitiFact,2024-04-16T00:00:00,"['environment', 'technology', 'business']",0.915,https://factcheck.example.com/680
FC000681,Sample claim about world_news #681,unverified,world_news,AP Fact Check,2024-05-21T00:00:00,"['health', 'technology']",0.894,https://factcheck.example.com/681
FC000682,Sample claim about science #682,false,science,Reuters Fact Check,2024-06-22T00:00:00,['environment'],0.955,https://factcheck.example.com/682
FC000683,Sample claim about technology #683,true,technology,FactCheck.org,2024-06-20T00:00:00,['environment'],0.597,https://factcheck.example.com/683
FC000684,Sample claim about entertainment #684,mixed,entertainment,AP Fact Check,2024-01-02T00:00:00,"['science', 'environment', 'entertainment']",0.947,https://factcheck.example.com/684
FC000685,Sample claim about health #685,false,health,FactCheck.org,2024-05-28T00:00:00,"['education', 'entertainment']",0.879,https://factcheck.example.com/685
FC000686,Sample claim about business #686,true,business,FactCheck.org,2024-06-15T00:00:00,"['sports', 'entertainment', 'environment']",0.901,https://factcheck.example.com/686
FC000687,Sample claim about science #687,true,science,FactCheck.org,2024-01-05T00:00:00,"['entertainment', 'politics']",0.714,https://factcheck.example.com/687
FC000688,Sample claim about politics #688,mixed,politics,PolitiFact,2024-04-15T00:00:00,"['health', 'science']",0.914,https://factcheck.example.com/688
FC000689,Sample claim about environment #689,true,environment,AP Fact Check,2024-02-13T00:00:00,"['sports', 'science']",0.618,https://factcheck.example.com/689
FC000690,Sample claim about environment #690,mixed,environment,PolitiFact,2024-06-21T00:00:00,"['education', 'environment']",0.804,https://factcheck.example.com/690
FC000691,Sample claim about entertainment #691,unverified,entertainment,PolitiFact,2024-05-25T00:00:00,"['education', 'entertainment', 'politics']",0.945,https://factcheck.example.com/691
FC000692,Sample claim about entertainment #692,false,entertainment,AP Fact Check,2024-03-28T00:00:00,"['business', 'environment', 'politics']",0.97,https://factcheck.example.com/692
FC000693,Sample claim about politics #693,true,politics,Snopes,2024-06-19T00:00:00,"['health', 'entertainment']",0.957,https://factcheck.example.com/693
FC000694,Sample claim about entertainment #694,false,entertainment,AP Fact Check,2024-03-19T00:00:00,"['politics', 'technology', 'business']",0.412,https://factcheck.example.com/694
FC000695,Sample claim about health #695,false,health,AP Fact Check,2024-05-01T00:00:00,"['technology', 'science']",0.944,https://factcheck.example.com/695
FC000696,Sample claim about environment #696,false,environment,FactCheck.org,2024-04-26T00:00:00,"['entertainment', 'world_news', 'environment']",0.701,https://factcheck.example.com/696
FC000697,Sample claim about business #697,true,business,PolitiFact,2024-03-01T00:00:00,['world_news'],0.713,https://factcheck.example.com/697
FC000698,Sample claim about politics #698,mixed,politics,FactCheck.org,2024-05-28T00:00:00,"['politics', 'business', 'technology']",0.806,https://factcheck.example.com/698
FC000699,Sample claim about sports #699,true,sports,AP Fact Check,2024-06-07T00:00:00,"['environment', 'politics', 'world_news']",0.727,https://factcheck.example.com/699
FC000700,Sample claim about technology #700,true,technology,Snopes,2024-05-07T00:00:00,['environment'],0.935,https://factcheck.example.com/700
FC000701,Sample claim about politics #701,mixed,politics,PolitiFact,2024-04-23T00:00:00,"['sports', 'education', 'environment']",0.855,https://factcheck.example.com/701
FC000702,Sample claim about technology #702,true,technology,FactCheck.org,2024-04-02T00:00:00,"['science', 'sports']",0.829,https://factcheck.example.com/702
FC000703,Sample claim about health #703,false,health,PolitiFact,2024-01-04T00:00:00,"['entertainment', 'environment', 'business']",0.773,https://factcheck.example.com/703
FC000704,Sample claim about education #704,true,education,Snopes,2024-06-17T00:00:00,"['business', 'sports', 'technology']",0.913,https://factcheck.example.com/704
FC000705,Sample claim about entertainment #705,false,entertainment,AP Fact Check,2024-06-08T00:00:00,"['business', 'politics', 'science']",0.878,https://factcheck.example.com/705
FC000706,Sample claim about entertainment #706,false,entertainment,PolitiFact,2024-05-12T00:00:00,['health'],0.827,https://factcheck.example.com/706
FC000707,Sample claim about environment #707,true,environment,FactCheck.org,2024-02-26T00:00:00,"['education', 'science', 'technology']",0.939,https://factcheck.example.com/707
FC000708,Sample claim about technology #708,true,technology,Reuters Fact Check,2024-04-15T00:00:00,"['health', 'science', 'politics']",0.624,https://factcheck.example.com/708
FC000709,Sample claim about health #709,mixed,health,PolitiFact,2024-06-23T00:00:00,"['health', 'science']",0.803,https://factcheck.example.com/709
FC000710,Sample claim about politics #710,true,politics,Snopes,2024-03-13T00:00:00,['science'],0.653,https://factcheck.example.com/710
FC000711,Sample claim about world_news #711,false,world_news,AP Fact Check,2024-06-01T00:00:00,"['entertainment', 'business']",0.727,https://factcheck.example.com/711
FC000712,Sample claim about technology #712,unverified,technology,AP Fact Check,2024-04-11T00:00:00,"['environment', 'science']",0.918,https://factcheck.example.com/712
FC000713,Sample claim about business #713,unverified,business,Reuters Fact Check,2024-04-13T00:00:00,"['politics', 'entertainment', 'science']",0.511,https://factcheck.example.com/713
FC000714,Sample claim about business #714,false,business,Reuters Fact Check,2024-01-25T00:00:00,"['science', 'politics']",0.846,https://factcheck.example.com/714
FC000715,Sample claim about entertainment #715,false,entertainment,FactCheck.org,2024-05-13T00:00:00,"['entertainment', 'sports']",0.939,https://factcheck.example.com/715
FC000716,Sample claim about entertainment #716,unverified,entertainment,PolitiFact,2024-03-26T00:00:00,"['health', 'world_news', 'business']",0.956,https://factcheck.example.com/716
FC000717,Sample claim about world_news #717,true,world_news,FactCheck.org,2024-05-02T00:00:00,"['politics', 'sports']",0.795,https://factcheck.example.com/717
FC000718,Sample claim about science #718,true,science,PolitiFact,2024-03-29T00:00:00,"['environment', 'technology', 'world_news']",0.851,https://factcheck.example.com/718
FC000719,Sample claim about environment #719,false,environment,AP Fact Check,2024-04-21T00:00:00,['politics'],0.834,https://factcheck.example.com/719
FC000720,Sample claim about entertainment #720,mixed,entertainment,PolitiFact,2024-02-14T00:00:00,"['business', 'politics']",0.739,https://factcheck.example.com/720
FC000721,Sample claim about world_news #721,true,world_news,Snopes,2024-01-31T00:00:00,['entertainment'],0.786,https://factcheck.example.com/721
FC000722,Sample claim about education #722,false,education,AP Fact Check,2024-03-17T00:00:00,"['business', 'education']",0.879,https://factcheck.example.com/722
FC000723,Sample claim about education #723,true,education,PolitiFact,2024-04-16T00:00:00,"['business', 'sports', 'environment']",0.883,https://factcheck.example.com/723
FC000724,Sample claim about world_news #724,false,world_news,AP Fact Check,2024-06-15T00:00:00,"['world_news', 'entertainment']",0.982,https://factcheck.example.com/724
FC000725,Sample claim about environment #725,unverified,environment,Reuters Fact Check,2024-02-11T00:00:00,"['technology', 'education']",0.656,https://factcheck.example.com/725
FC000726,Sample claim about world_news #726,false,world_news,AP Fact Check,2024-06-27T00:00:00,['technology'],0.968,https://factcheck.example.com/726
FC000727,Sample claim about technology #727,true,technology,AP Fact Check,2024-01-05T00:00:00,['education'],0.877,https://factcheck.example.com/727
FC000728,Sample claim about world_news #728,false,world_news,Reuters Fact Check,2024-03-12T00:00:00,['sports'],0.759,https://factcheck.example.com/728
FC000729,Sample claim about business #729,true,business,Snopes,2024-02-18T00:00:00,"['health', 'business']",0.844,https://factcheck.example.com/729
FC000730,Sample claim about science #730,false,science,Snopes,2024-03-29T00:00:00,"['entertainment', 'politics', 'health']",0.644,https://factcheck.example.com/730
FC000731,Sample claim about world_news #731,true,world_news,FactCheck.org,2024-03-12T00:00:00,"['science', 'entertainment', 'politics']",0.714,https://factcheck.example.com/731
FC000732,Sample claim about entertainment #732,false,entertainment,Reuters Fact Check,2024-06-10T00:00:00,"['business', 'science']",0.93,https://factcheck.example.com/732
FC000733,Sample claim about politics #733,mixed,politics,PolitiFact,2024-05-09T00:00:00,"['entertainment', 'environment']",0.772,https://factcheck.example.com/733
FC000734,Sample claim about environment #734,false,environment,PolitiFact,2024-01-12T00:00:00,"['world_news', 'business']",0.909,https://factcheck.example.com/734
FC000735,Sample claim about world_news #735,false,world_news,Snopes,2024-02-28T00:00:00,"['health', 'education', 'politics']",0.65,https://factcheck.example.com/735
FC000736,Sample claim about technology #736,mixed,technology,PolitiFact,2024-06-09T00:00:00,"['politics', 'entertainment']",0.941,https://factcheck.example.com/736
FC000737,Sample claim about technology #737,mixed,technology,Snopes,2024-05-04T00:00:00,['technology'],0.77,https://factcheck.example.com/737
FC000738,Sample claim about sports #738,true,sports,FactCheck.org,2024-04-03T00:00:00,"['entertainment', 'environment']",0.822,https://factcheck.example.com/738
FC000739,Sample claim about health #739,unverified,health,Reuters Fact Check,2024-05-14T00:00:00,"['world_news', 'politics']",0.795,https://factcheck.example.com/739
FC000740,Sample claim about politics #740,true,politics,Snopes,2024-01-06T00:00:00,"['health', 'world_news']",0.573,https://factcheck.example.com/740
FC000741,Sample claim about business #741,true,business,AP Fact Check,2024-02-23T00:00:00,['politics'],0.907,https://factcheck.example.com/741
FC000742,Sample claim about science #742,unverified,science,Snopes,2024-04-04T00:00:00,"['politics', 'technology']",0.805,https://factcheck.example.com/742
FC000743,Sample claim about sports #743,true,sports,PolitiFact,2024-05-20T00:00:00,"['environment', 'sports']",0.624,https://factcheck.example.com/743
FC000744,Sample claim about world_news #744,mixed,world_news,AP Fact Check,2024-04-26T00:00:00,"['education', 'entertainment', 'science']",0.674,https://factcheck.example.com/744
FC000745,Sample claim about politics #745,false,politics,AP Fact Check,2024-02-08T00:00:00,"['entertainment', 'politics', 'world_news']",0.796,https://factcheck.example.com/745
FC000746,Sample claim about education #746,mixed,education,PolitiFact,2024-03-14T00:00:00,"['education', 'entertainment', 'environment']",0.8,https://factcheck.example.com/746
FC000747,Sample claim about environment #747,false,environment,PolitiFact,2024-02-26T00:00:00,"['entertainment', 'sports', 'environment']",0.937,https://factcheck.example.com/747
FC000748,Sample claim about science #748,true,science,Snopes,2024-06-20T00:00:00,"['education', 'entertainment']",0.871,https://factcheck.example.com/748
FC000749,Sample claim about world_news #749,unverified,world_news,AP Fact Check,2024-03-24T00:00:00,"['sports', 'education']",0.639,https://factcheck.example.com/749
FC000750,Sample claim about sports #750,mixed,sports,Snopes,2024-04-16T00:00:00,['environment'],0.891,https://factcheck.example.com/750
FC000751,Sample claim about technology #751,true,technology,PolitiFact,2024-03-03T00:00:00,"['business', 'health']",0.61,https://factcheck.example.com/751
FC000752,Sample claim about sports #752,true,sports,Reuters Fact Check,2024-03-31T00:00:00,"['politics', 'world_news']",0.755,https://factcheck.example.com/752
FC000753,Sample claim about education #753,true,education,AP Fact Check,2024-06-21T00:00:00,"['world_news', 'health', 'entertainment']",0.714,https://factcheck.example.com/753
FC000754,Sample claim about entertainment #754,false,entertainment,Snopes,2024-06-24T00:00:00,"['technology', 'environment', 'politics']",0.951,https://factcheck.example.com/754
FC000755,Sample claim about sports #755,false,sports,FactCheck.org,2024-03-30T00:00:00,"['health', 'business', 'entertainment']",0.647,https://factcheck.example.com/755
FC000756,Sample claim about technology #756,mixed,technology,FactCheck.org,2024-06-24T00:00:00,['science'],0.606,https://factcheck.example.com/756
FC000757,Sample claim about business #757,false,business,Reuters Fact Check,2024-05-18T00:00:00,"['science', 'entertainment', 'politics']",0.891,https://factcheck.example.com/757
FC000758,Sample claim about science #758,mixed,science,Snopes,2024-02-24T00:00:00,['education'],0.736,https://factcheck.example.com/758
FC000759,Sample claim about education #759,true,education,FactCheck.org,2024-03-17T00:00:00,"['health', 'entertainment', 'business']",0.936,https://factcheck.example.com/759
FC000760,Sample claim about politics #760,unverified,politics,Reuters Fact Check,2024-04-17T00:00:00,"['politics', 'entertainment', 'health']",0.923,https://factcheck.example.com/760
FC000761,Sample claim about education #761,true,education,FactCheck.org,2024-01-05T00:00:00,"['entertainment', 'world_news', 'business']",0.798,https://factcheck.example.com/761
FC000762,Sample claim about environment #762,false,environment,Reuters Fact Check,2024-04-23T00:00:00,['world_news'],0.85,https://factcheck.example.com/762
FC000763,Sample claim about education #763,true,education,FactCheck.org,2024-02-28T00:00:00,['science'],0.92,https://factcheck.example.com/763
FC000764,Sample claim about business #764,unverified,business,Snopes,2024-03-31T00:00:00,['environment'],0.826,https://factcheck.example.com/764
FC000765,Sample claim about technology #765,true,technology,Snopes,2024-01-18T00:00:00,"['business', 'education']",0.842,https://factcheck.example.com/765
FC000766,Sample claim about technology #766,mixed,technology,PolitiFact,2024-02-05T00:00:00,"['business', 'environment', 'technology']",0.847,https://factcheck.example.com/766
FC000767,Sample claim about environment #767,unverified,environment,AP Fact Check,2024-06-20T00:00:00,"['health', 'sports', 'technology']",0.761,https://factcheck.example.com/767
FC000768,Sample claim about technology #768,false,technology,Snopes,2024-04-25T00:00:00,"['world_news', 'education', 'health']",0.868,https://factcheck.example.com/768
FC000769,Sample claim about entertainment #769,true,entertainment,Reuters Fact Check,2024-01-24T00:00:00,['education'],0.884,https://factcheck.example.com/769
FC000770,Sample claim about education #770,true,education,FactCheck.org,2024-01-19T00:00:00,"['entertainment', 'politics']",0.679,https://factcheck.example.com/770
FC000771,Sample claim about education #771,true,education,Reuters Fact Check,2024-02-26T00:00:00,['business'],0.671,https://factcheck.example.com/771
FC000772,Sample claim about business #772,unverified,business,Reuters Fact Check,2024-06-27T00:00:00,"['entertainment', 'politics']",0.618,https://factcheck.example.com/772
FC000773,Sample claim about education #773,false,education,Snopes,2024-05-11T00:00:00,"['entertainment', 'education', 'sports']",0.877,https://factcheck.example.com/773
FC000774,Sample claim about entertainment #774,false,entertainment,Snopes,2024-03-02T00:00:00,['sports'],0.843,https://factcheck.example.com/774
FC000775,Sample claim about technology #775,unverified,technology,Reuters Fact Check,2024-03-02T00:00:00,['entertainment'],0.724,https://factcheck.example.com/775
FC000776,Sample claim about sports #776,true,sports,Reuters Fact Check,2024-05-31T00:00:00,"['technology', 'business']",0.91,https://factcheck.example.com/776
FC000777,Sample claim about sports #777,mixed,sports,Snopes,2024-04-02T00:00:00,"['technology', 'politics', 'business']",0.648,https://factcheck.example.com/777
FC000778,Sample claim about science #778,true,science,PolitiFact,2024-06-15T00:00:00,"['environment', 'sports', 'technology']",0.996,https://factcheck.example.com/778
FC000779,Sample claim about politics #779,mixed,politics,Snopes,2024-05-24T00:00:00,"['education', 'politics', 'environment']",0.757,https://factcheck.example.com/779
FC000780,Sample claim about politics #780,mixed,politics,Reuters Fact Check,2024-04-07T00:00:00,"['environment', 'education']",0.812,https://factcheck.example.com/780
FC000781,Sample claim about science #781,false,science,FactCheck.org,2024-05-16T00:00:00,"['entertainment', 'sports', 'world_news']",0.779,https://factcheck.example.com/781
FC000782,Sample claim about education #782,false,education,Reuters Fact Check,2024-04-18T00:00:00,"['politics', 'environment']",0.9,https://factcheck.example.com/782
FC000783,Sample claim about environment #783,unverified,environment,Reuters Fact Check,2024-01-18T00:00:00,['environment'],0.917,https://factcheck.example.com/783
FC000784,Sample claim about business #784,true,business,Snopes,2024-03-11T00:00:00,"['world_news', 'science']",0.772,https://factcheck.example.com/784
FC000785,Sample claim about world_news #785,false,world_news,AP Fact Check,2024-02-14T00:00:00,['health'],0.825,https://factcheck.example.com/785
FC000786,Sample claim about health #786,true,health,PolitiFact,2024-04-22T00:00:00,['entertainment'],0.598,https://factcheck.example.com/786
FC000787,Sample claim about education #787,false,education,FactCheck.org,2024-02-04T00:00:00,"['entertainment', 'business']",0.838,https://factcheck.example.com/787
FC000788,Sample claim about business #788,false,business,PolitiFact,2024-06-17T00:00:00,"['world_news', 'science', 'entertainment']",0.846,https://factcheck.example.com/788
FC000789,Sample claim about science #789,false,science,FactCheck.org,2024-03-20T00:00:00,['environment'],0.622,https://factcheck.example.com/789
FC000790,Sample claim about entertainment #790,mixed,entertainment,PolitiFact,2024-06-03T00:00:00,['world_news'],0.92,https://factcheck.example.com/790
FC000791,Sample claim about environment #791,true,environment,Reuters Fact Check,2024-03-29T00:00:00,"['technology', 'education']",0.881,https://factcheck.example.com/791
FC000792,Sample claim about technology #792,true,technology,AP Fact Check,2024-02-10T00:00:00,['sports'],0.473,https://factcheck.example.com/792
FC000793,Sample claim about politics #793,unverified,politics,Reuters Fact Check,2024-04-28T00:00:00,['environment'],0.753,https://factcheck.example.com/793
FC000794,Sample claim about politics #794,true,politics,FactCheck.org,2024-06-04T00:00:00,"['technology', 'environment', 'sports']",0.694,https://factcheck.example.com/794
FC000795,Sample claim about politics #795,true,politics,FactCheck.org,2024-04-15T00:00:00,['health'],0.597,https://factcheck.example.com/795
FC000796,Sample claim about technology #796,false,technology,FactCheck.org,2024-01-12T00:00:00,"['environment', 'technology']",0.753,https://factcheck.example.com/796
FC000797,Sample claim about politics #797,false,politics,Snopes,2024-02-01T00:00:00,['business'],0.844,https://factcheck.example.com/797
FC000798,Sample claim about world_news #798,mixed,world_news,Snopes,2024-06-18T00:00:00,"['politics', 'health', 'education']",0.722,https://factcheck.example.com/798
FC000799,Sample claim about environment #799,false,environment,PolitiFact,2024-02-17T00:00:00,"['business', 'health', 'education']",0.916,https://factcheck.example.com/799
FC000800,Sample claim about entertainment #800,true,entertainment,Reuters Fact Check,2024-04-22T00:00:00,['business'],0.846,https://factcheck.example.com/800
FC000801,Sample claim about health #801,false,health,AP Fact Check,2024-02-13T00:00:00,"['world_news', 'sports', 'business']",0.483,https://factcheck.example.com/801
FC000802,Sample claim about world_news #802,false,world_news,Reuters Fact Check,2024-01-14T00:00:00,"['education', 'environment', 'politics']",0.956,https://factcheck.example.com/802
FC000803,Sample claim about business #803,false,business,PolitiFact,2024-06-06T00:00:00,"['business', 'world_news']",0.962,https://factcheck.example.com/803
FC000804,Sample claim about health #804,mixed,health,FactCheck.org,2024-04-23T00:00:00,"['business', 'sports']",0.9,https://factcheck.example.com/804
FC000805,Sample claim about politics #805,unverified,politics,AP Fact Check,2024-06-03T00:00:00,"['politics', 'environment', 'entertainment']",0.782,https://factcheck.example.com/805
FC000806,Sample claim about politics #806,mixed,politics,Snopes,2024-04-19T00:00:00,['business'],0.887,https://factcheck.example.com/806
FC000807,Sample claim about health #807,false,health,FactCheck.org,2024-03-16T00:00:00,"['politics', 'science', 'environment']",0.516,https://factcheck.example.com/807
FC000808,Sample claim about technology #808,mixed,technology,PolitiFact,2024-01-29T00:00:00,['health'],0.534,https://factcheck.example.com/808
FC000809,Sample claim about sports #809,false,sports,PolitiFact,2024-04-08T00:00:00,"['world_news', 'technology']",0.695,https://factcheck.example.com/809
FC000810,Sample claim about health #810,false,health,AP Fact Check,2024-03-28T00:00:00,"['health', 'politics', 'technology']",0.949,https://factcheck.example.com/810
FC000811,Sample claim about entertainment #811,mixed,entertainment,Reuters Fact Check,2024-04-28T00:00:00,['education'],0.783,https://factcheck.example.com/811
FC000812,Sample claim about business #812,false,business,Snopes,2024-06-22T00:00:00,['education'],0.867,https://factcheck.example.com/812
FC000813,Sample claim about science #813,false,science,Reuters Fact Check,2024-04-30T00:00:00,"['science', 'sports', 'world_news']",0.853,https://factcheck.example.com/813
FC000814,Sample claim about business #814,false,business,Reuters Fact Check,2024-02-28T00:00:00,"['technology', 'politics']",0.831,https://factcheck.example.com/814
FC000815,Sample claim about technology #815,true,technology,FactCheck.org,2024-03-14T00:00:00,['education'],0.574,https://factcheck.example.com/815
FC000816,Sample claim about science #816,mixed,science,AP Fact Check,2024-06-21T00:00:00,"['science', 'sports', 'health']",0.829,https://factcheck.example.com/816
FC000817,Sample claim about world_news #817,false,world_news,Reuters Fact Check,2024-02-19T00:00:00,['entertainment'],0.87,https://factcheck.example.com/817
FC000818,Sample claim about politics #818,mixed,politics,PolitiFact,2024-01-20T00:00:00,"['politics', 'health']",0.959,https://factcheck.example.com/818
FC000819,Sample claim about environment #819,true,environment,Reuters Fact Check,2024-03-25T00:00:00,"['politics', 'entertainment', 'science']",0.814,https://factcheck.example.com/819
FC000820,Sample claim about technology #820,false,technology,PolitiFact,2024-03-19T00:00:00,"['entertainment', 'world_news']",0.802,https://factcheck.example.com/820
FC000821,Sample claim about entertainment #821,false,entertainment,Snopes,2024-03-10T00:00:00,"['technology', 'education']",0.9,https://factcheck.example.com/821
FC000822,Sample claim about politics #822,mixed,politics,FactCheck.org,2024-02-11T00:00:00,"['entertainment', 'business']",0.822,https://factcheck.example.com/822
FC000823,Sample claim about education #823,mixed,education,Reuters Fact Check,2024-05-07T00:00:00,"['education', 'science', 'environment']",0.817,https://factcheck.example.com/823
FC000824,Sample claim about world_news #824,true,world_news,Reuters Fact Check,2024-05-24T00:00:00,['world_news'],0.889,https://factcheck.example.com/824
FC000825,Sample claim about world_news #825,true,world_news,AP Fact Check,2024-03-23T00:00:00,"['education', 'world_news', 'business']",0.794,https://factcheck.example.com/825
FC000826,Sample claim about politics #826,unverified,politics,Reuters Fact Check,2024-03-28T00:00:00,"['education', 'politics', 'environment']",0.904,https://factcheck.example.com/826
FC000827,Sample claim about business #827,true,business,Reuters Fact Check,2024-05-06T00:00:00,"['sports', 'business', 'technology']",0.715,https://factcheck.example.com/827
FC000828,Sample claim about technology #828,mixed,technology,Snopes,2024-03-23T00:00:00,"['environment', 'entertainment']",0.728,https://factcheck.example.com/828
FC000829,Sample claim about education #829,false,education,AP Fact Check,2024-06-20T00:00:00,['world_news'],0.871,https://factcheck.example.com/829
FC000830,Sample claim about education #830,false,education,FactCheck.org,2024-02-24T00:00:00,['world_news'],0.748,https://factcheck.example.com/830
FC000831,Sample claim about health #831,mixed,health,PolitiFact,2024-05-17T00:00:00,"['sports', 'entertainment', 'world_news']",0.759,https://factcheck.example.com/831
FC000832,Sample claim about technology #832,false,technology,PolitiFact,2024-06-01T00:00:00,['business'],0.81,https://factcheck.example.com/832
FC000833,Sample claim about sports #833,mixed,sports,PolitiFact,2024-02-20T00:00:00,['health'],0.854,https://factcheck.example.com/833
FC000834,Sample claim about world_news #834,false,world_news,Reuters Fact Check,2024-01-02T00:00:00,"['science', 'technology', 'sports']",0.78,https://factcheck.example.com/834
FC000835,Sample claim about world_news #835,false,world_news,FactCheck.org,2024-02-14T00:00:00,['science'],0.865,https://factcheck.example.com/835
FC000836,Sample claim about world_news #836,mixed,world_news,AP Fact Check,2024-05-17T00:00:00,['sports'],0.762,https://factcheck.example.com/836
FC000837,Sample claim about politics #837,false,politics,Reuters Fact Check,2024-02-20T00:00:00,"['education', 'health', 'world_news']",0.901,https://factcheck.example.com/837
FC000838,Sample claim about business #838,false,business,PolitiFact,2024-01-19T00:00:00,['health'],0.588,https://factcheck.example.com/838
FC000839,Sample claim about world_news #839,false,world_news,Reuters Fact Check,2024-06-03T00:00:00,"['sports', 'politics', 'education']",0.81,https://factcheck.example.com/839
FC000840,Sample claim about business #840,mixed,business,PolitiFact,2024-02-25T00:00:00,"['health', 'business']",0.976,https://factcheck.example.com/840
FC000841,Sample claim about science #841,false,science,Snopes,2024-03-27T00:00:00,['health'],0.916,https://factcheck.example.com/841
FC000842,Sample claim about politics #842,true,politics,AP Fact Check,2024-03-02T00:00:00,"['science', 'world_news']",0.842,https://factcheck.example.com/842
FC000843,Sample claim about health #843,true,health,FactCheck.org,2024-06-08T00:00:00,"['environment', 'health', 'technology']",0.842,https://factcheck.example.com/843
FC000844,Sample claim about sports #844,false,sports,AP Fact Check,2024-02-07T00:00:00,['politics'],0.915,https://factcheck.example.com/844
FC000845,Sample claim about education #845,false,education,Snopes,2024-02-29T00:00:00,"['entertainment', 'world_news', 'business']",0.85,https://factcheck.example.com/845
FC000846,Sample claim about entertainment #846,false,entertainment,Reuters Fact Check,2024-03-03T00:00:00,"['politics', 'business', 'science']",0.915,https://factcheck.example.com/846
FC000847,Sample claim about environment #847,true,environment,Snopes,2024-03-23T00:00:00,['education'],0.877,https://factcheck.example.com/847
FC000848,Sample claim about technology #848,false,technology,Snopes,2024-03-17T00:00:00,['science'],0.901,https://factcheck.example.com/848
FC000849,Sample claim about business #849,false,business,FactCheck.org,2024-05-21T00:00:00,"['environment', 'entertainment', 'politics']",0.85,https://factcheck.example.com/849
FC000850,Sample claim about health #850,mixed,health,FactCheck.org,2024-03-16T00:00:00,"['politics', 'health', 'technology']",0.831,https://factcheck.example.com/850
FC000851,Sample claim about technology #851,true,technology,FactCheck.org,2024-05-04T00:00:00,"['science', 'business']",0.873,https://factcheck.example.com/851
FC000852,Sample claim about entertainment #852,false,entertainment,FactCheck.org,2024-06-06T00:00:00,"['environment', 'science']",0.936,https://factcheck.example.com/852
FC000853,Sample claim about entertainment #853,mixed,entertainment,PolitiFact,2024-06-24T00:00:00,"['entertainment', 'science', 'sports']",0.891,https://factcheck.example.com/853
FC000854,Sample claim about sports #854,unverified,sports,AP Fact Check,2024-06-27T00:00:00,"['environment', 'sports']",0.773,https://factcheck.example.com/854
FC000855,Sample claim about entertainment #855,mixed,entertainment,Reuters Fact Check,2024-01-27T00:00:00,['education'],0.857,https://factcheck.example.com/855
FC000856,Sample claim about politics #856,false,politics,PolitiFact,2024-06-03T00:00:00,['health'],0.576,https://factcheck.example.com/856
FC000857,Sample claim about entertainment #857,false,entertainment,Snopes,2024-02-04T00:00:00,"['environment', 'politics']",0.927,https://factcheck.example.com/857
FC000858,Sample claim about education #858,false,education,FactCheck.org,2024-06-28T00:00:00,"['sports', 'business']",0.943,https://factcheck.example.com/858
FC000859,Sample claim about sports #859,mixed,sports,FactCheck.org,2024-06-06T00:00:00,"['technology', 'world_news', 'science']",0.657,https://factcheck.example.com/859
FC000860,Sample claim about health #860,true,health,Snopes,2024-06-24T00:00:00,"['science', 'entertainment']",0.511,https://factcheck.example.com/860
FC000861,Sample claim about politics #861,true,politics,AP Fact Check,2024-04-20T00:00:00,"['politics', 'sports', 'business']",0.644,https://factcheck.example.com/861
FC000862,Sample claim about sports #862,true,sports,Reuters Fact Check,2024-03-07T00:00:00,"['technology', 'politics', 'entertainment']",0.926,https://factcheck.example.com/862
FC000863,Sample claim about technology #863,false,technology,FactCheck.org,2024-01-13T00:00:00,"['education', 'technology', 'health']",0.834,https://factcheck.example.com/863
FC000864,Sample claim about education #864,false,education,FactCheck.org,2024-01-15T00:00:00,['education'],0.885,https://factcheck.example.com/864
FC000865,Sample claim about education #865,true,education,Reuters Fact Check,2024-05-08T00:00:00,"['world_news', 'entertainment']",0.859,https://factcheck.example.com/865
FC000866,Sample claim about health #866,unverified,health,FactCheck.org,2024-06-22T00:00:00,"['sports', 'politics', 'business']",0.801,https://factcheck.example.com/866
FC000867,Sample claim about science #867,true,science,PolitiFact,2024-03-08T00:00:00,"['health', 'environment']",0.722,https://factcheck.example.com/867
FC000868,Sample claim about business #868,mixed,business,Snopes,2024-04-19T00:00:00,"['politics', 'technology']",0.902,https://factcheck.example.com/868
FC000869,Sample claim about politics #869,true,politics,AP Fact Check,2024-04-08T00:00:00,"['technology', 'world_news', 'science']",0.741,https://factcheck.example.com/869
FC000870,Sample claim about politics #870,true,politics,AP Fact Check,2024-02-15T00:00:00,"['politics', 'education', 'technology']",0.799,https://factcheck.example.com/870
FC000871,Sample claim about science #871,false,science,Reuters Fact Check,2024-03-05T00:00:00,"['sports', 'world_news']",0.853,https://factcheck.example.com/871
FC000872,Sample claim about technology #872,mixed,technology,AP Fact Check,2024-05-14T00:00:00,['technology'],0.883,https://factcheck.example.com/872
FC000873,Sample claim about business #873,true,business,PolitiFact,2024-04-20T00:00:00,['health'],0.907,https://factcheck.example.com/873
FC000874,Sample claim about education #874,false,education,Reuters Fact Check,2024-02-29T00:00:00,"['technology', 'education']",0.932,https://factcheck.example.com/874
FC000875,Sample claim about world_news #875,false,world_news,Snopes,2024-04-14T00:00:00,"['entertainment', 'science', 'politics']",0.774,https://factcheck.example.com/875
